zdjecie,product_id,old_name,new_name,collection,old_sku,old_sku_variants,old_regular_price,old_live_price,new_regular_price,new_live_price,lowest_price_30d,discount_pct,category,gender,shape,polarized,frame_colors,stock_status,total_sales,image_live_url,new_url
"=IMAGE(""https://goya-eight.vercel.app/products/642_4.jpg"")",244058,LB 8936 C3,Raudo,City,Goya LB 8936 C3,,129.0,90.3,399,399,,0,Korekcyjne,Męskie,Prostokątne,nie,"Czarny, Szary",instock,1,https://goya-eight.vercel.app/products/642_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-lb-8936-c3
"=IMAGE(""https://goya-eight.vercel.app/products/GOYA-A0709-CZ-A.jpg"")",256227,A 0709 CZ,Rayo,City,GOYA A 0709 CZ,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Damskie,Kwadratowe,tak,"Czarny, Złoty",instock,17,https://goya-eight.vercel.app/products/GOYA-A0709-CZ-A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-goya-a-0709-cz
"=IMAGE(""https://goya-eight.vercel.app/products/646_4.jpg"")",244078,M 9010,Regata,City,,Goya M 9010 C2; Goya M 9010 C4,159,111.3,449,449,,0,Korekcyjne,Męskie,Prostokątne,nie,"Brązowy, Granatowy",instock,0,https://goya-eight.vercel.app/products/646_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-m-9010-c2
"=IMAGE(""https://goya-eight.vercel.app/products/655_4.jpg"")",244248,RD 654 C3,Remanso,Coast,Goya RD 654 C3,,129.0,90.3,399,399,,0,Korekcyjne,Damskie,Kocie,nie,"Czerwony, Pomarańczowy",instock,0,https://goya-eight.vercel.app/products/655_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-rd-654-c3
"=IMAGE(""https://goya-eight.vercel.app/products/595_4.jpg"")",243898,G 2637,Retama,Coast,,Goya G 2637 C2; Goya G 2637 C3,109,76.3,349,349,,0,Korekcyjne,Damskie,Kocie,nie,"Brązowy, Niebieski, Szary, Zielony",instock,0,https://goya-eight.vercel.app/products/595_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2637-c2
"=IMAGE(""https://goya-eight.vercel.app/products/2454_1.jpg"")",245113,G 55016,Risco,Coast,,G 55016 BR; G 55016 GR; G 55016 CZ,149,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Aviator,tak,"Brązowy, Czarny, Grafitowy",instock,4,https://goya-eight.vercel.app/products/2454_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-55016-br-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/682_4.jpg"")",244394,G 1478 C2,Roble,City,Goya G 1478 C2,,179.0,125.3,499,499,,0,Korekcyjne,Męskie,Prostokątne,nie,"Czarny, Szary",instock,0,https://goya-eight.vercel.app/products/682_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-1478-c2
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",243905,okulary korekcyjne G 2635 C1,Romero,Coast,Goya G 2635 C1,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Kocie,nie,Różowy,instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2635-c1
"=IMAGE(""https://goya-eight.vercel.app/products/1867_4.jpg"")",237605,G 217,Ronda,Coast,,G 217 N; G 217 CZ,119,83.3,399,399,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Czarny, Złoty",instock,37,https://goya-eight.vercel.app/products/1867_4.jpg,https://goya-eight.vercel.app/okulary/okulary-przeciwsloneczne-polaryzacyjne-dla-kierowcow-pilotki-lustrzanki-goya-g-217-n
"=IMAGE(""https://goya-eight.vercel.app/products/prof-235.jpeg"")",237606,G 214,Rumbo,City,GOYA G 214 CZ,GOYA G 214 N; GOYA G 214 CZ,159,111.3,449,449,,0,Przeciwsłoneczne,Męskie,Nerdy,tak,"Czarny, Niebieski",instock,14,https://goya-eight.vercel.app/products/prof-235.jpeg,https://goya-eight.vercel.app/okulary/okulary-przeciwsloneczne-polaryzacyjne-dla-kierowcow-goya-g-214-cz-tr90
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",243911,okulary korekcyjne G 2672 C1,Salvia,Coast,Goya G 2672 C1,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Kocie,nie,"Czarny, Wielokolorowy",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2672-c1
"=IMAGE(""https://goya-eight.vercel.app/products/3414_1.jpg"")",256082,CP 806632,Sarao,Coast,,GOYA CP 806632 ZL; GOYA CP 806632 CZ,179,125.3,499,499,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Czarny, Złoty",instock,16,https://goya-eight.vercel.app/products/3414_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-goya-cp-806632
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",244050,RD 396 C2,Serena,Coast,Goya RD 396 C2,,119.0,83.3,399,399,,0,Korekcyjne,Damskie,Kocie,nie,"Czarny, Złoty",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-rd-396-c2
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",244253,RD 396 C3,Sereno,Coast,Goya RD 396 C3,,119.0,83.3,399,399,,0,Korekcyjne,Damskie,Kocie,nie,"Brązowy, Srebrny",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-rd-396-c3
"=IMAGE(""https://goya-eight.vercel.app/products/2460_1.jpg"")",245199,G 55032,Sierra,Coast,,G 55032 BR; G 55032 GR; G 55032 CZ,149,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Aviator,tak,"Brązowy, Czarny, Grafitowy",instock,5,https://goya-eight.vercel.app/products/2460_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-55032-br-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/GOYA-CP8802-S-A.jpg"")",256037,CP 8802,Siesta,Coast,,GOYA CP 8802 S; GOYA CP 8802 ZL,179,125.3,499,499,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Niebieski, Złoty",instock,4,https://goya-eight.vercel.app/products/GOYA-CP8802-S-A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-goya-cp-8802
"=IMAGE(""https://goya-eight.vercel.app/products/3185_1.jpg"")",253109,G 151,Sirena,City,,Goya G 151 ZX C; Goya G 151 S B,149,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Owalne,tak,"Czarny, Wielokolorowy",instock,4,https://goya-eight.vercel.app/products/3185_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-151
"=IMAGE(""https://goya-eight.vercel.app/products/975_6.jpg"")",244657,G1921,Sitges,Coast,,GOYA G1921 C2; Goya G1921 C1,109,76.3,349,349,,0,Przeciwsłoneczne,Unisex,Aviator,tak,Złoty,instock,3,https://goya-eight.vercel.app/products/975_6.jpg,https://goya-eight.vercel.app/okulary/goya-g1921-c2-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/GOYA-A0710-CZ-A.jpg"")",256209,A 0710,Sol,City,,GOYA A 0710 GR; GOYA A 0710 CZ,179,125.3,499,499,,0,Przeciwsłoneczne,Damskie,Kwadratowe,tak,"Czarny, Niebieski, Srebrny, Transparentny, Złoty",instock,18,https://goya-eight.vercel.app/products/GOYA-A0710-CZ-A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-goya-a-0710
"=IMAGE(""https://goya-eight.vercel.app/products/G_55051_CZ_A.jpg"")",337427,G 55051 CZ,Solano,Coast,G 55051 CZ - C1,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Damskie,Aviator,tak,Czarny,instock,4,https://goya-eight.vercel.app/products/G_55051_CZ_A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-55051-cz
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",244247,MA 3021 C2,Sosiego,Coast,Goya MA 3021 C2,,119.0,83.3,399,399,,0,Korekcyjne,Damskie,Kocie,nie,"Czarny, Czerwony, Złoty",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-ma-3021-c2-2
"=IMAGE(""https://goya-eight.vercel.app/products/687_4.jpg"")",244414,G 96301,Sóller,Coast,,Goya G 96301 C1; Goya G 96301 C2,189,132.3,499,499,,0,Korekcyjne,Unisex,Kocie,nie,"Brązowy, Niebieski, Srebrny, Złoty",instock,2,https://goya-eight.vercel.app/products/687_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-96301-c1
"=IMAGE(""https://goya-eight.vercel.app/products/3180_1.jpg"")",253158,G 157 BR,Tajo,Weekend,GOYA G 157 BR,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Pozostałe,tak,Brązowy,instock,5,https://goya-eight.vercel.app/products/3180_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-157-br
"=IMAGE(""https://goya-eight.vercel.app/products/580_4.jpg"")",243863,G 942115,Tarifa,Weekend,,Goya G 942115 C1; Goya G 942115 C2; Goya G 942115 C4,159,111.3,449,449,,0,Korekcyjne,Unisex,Okrągłe,nie,"Srebrny, Szary, Złoty",instock,3,https://goya-eight.vercel.app/products/580_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-942115-c1
"=IMAGE(""https://goya-eight.vercel.app/products/3156_6.jpg"")",245789,G 176,Timonel,Drive,,GOYA G 176 S; GOYA G 176 GR,129,90.3,399,399,,0,Przeciwsłoneczne,Męskie,Sportowe,tak,"Czarny, Srebrny",instock,13,https://goya-eight.vercel.app/products/3156_6.jpg,https://goya-eight.vercel.app/okulary/goya-g-176-s-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/659_4.jpg"")",244260,SD 1368 C8,Timón,City,Goya SD 1368 C8,,129.0,90.3,399,399,,0,Korekcyjne,Męskie,Prostokątne,nie,Granatowy,instock,1,https://goya-eight.vercel.app/products/659_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-sd-1368-c8
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",243904,okulary korekcyjne G 2635 C3,Tomillo,Coast,Goya G 2635 C3,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Kocie,nie,"Granatowy, Niebieski",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2635-c3
"=IMAGE(""https://goya-eight.vercel.app/products/977_6.jpg"")",244692,G1905 C1,Tossa,Coast,GOYA G1905 C1,,109.0,76.3,349,349,,0,Przeciwsłoneczne,Unisex,Aviator,tak,Złoty,instock,5,https://goya-eight.vercel.app/products/977_6.jpg,https://goya-eight.vercel.app/okulary/goya-g1905-c1-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/1877_2.jpg"")",253506,G 210,Tramontana,Coast,,Goya G 210 CZ; Goya G 210 BR,109,76.3,349,349,,0,Przeciwsłoneczne,Damskie,Muchy,tak,"Biały, Brązowy, Czarny, Srebrny",instock,3,https://goya-eight.vercel.app/products/1877_2.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-210
"=IMAGE(""https://goya-eight.vercel.app/products/631_4.jpg"")",244019,DC 8039,Trayecto,City,,Goya DC 8039 C1; Goya DC 8039 C4,129,90.3,399,399,,0,Korekcyjne,Męskie,Prostokątne,nie,"Brązowy, Czarny, Szary",instock,2,https://goya-eight.vercel.app/products/631_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-dc-8039-c1
"=IMAGE(""https://goya-eight.vercel.app/products/3127_1.jpg"")",245531,G 195,Trigo,Coast,,Goya G 195 ZX; GOYA G 195 CZ; Goya G 195 BR,149,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Muchy,tak,"Brązowy, Czarny, Szylkret",instock,38,https://goya-eight.vercel.app/products/3127_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-195-cz-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/3171_1.jpg"")",253175,G 162,Tulum,City,,,,,399,399,,0,Przeciwsłoneczne,Unisex,Owalne,tak,"Brązowy, Transparentny",outofstock,10,https://goya-eight.vercel.app/products/3171_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-162-2
"=IMAGE(""https://goya-eight.vercel.app/products/662_4.jpg"")",244275,G 93212 C1,Turquesa,City,Goya G 93212 C1,,159.0,111.3,449,449,,0,Korekcyjne,Damskie,Kwadratowe,nie,"Czarny, Szary",instock,0,https://goya-eight.vercel.app/products/662_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-93212-c1
"=IMAGE(""https://goya-eight.vercel.app/products/G_55012_CZ_A.jpg"")",334708,G 55012 CZ,Vela,City,G 55012 CZ - C1,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Męskie,Nerdy,tak,Czarny,outofstock,11,https://goya-eight.vercel.app/products/G_55012_CZ_A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-55012-cz
"=IMAGE(""https://goya-eight.vercel.app/products/prof-230.jpeg"")",237598,G 218,Veloz,Drive,,GOYA G 218 C; GOYA G 218 A,119,83.3,399,399,,0,Przeciwsłoneczne,Męskie,Sportowe,tak,"Czarny, Srebrny",instock,9,https://goya-eight.vercel.app/products/prof-230.jpeg,https://goya-eight.vercel.app/okulary/srebrne-okulary-przeciwsloneczne-polaryzacyjne-dla-kierowcow-goya-g-218-c
"=IMAGE(""https://goya-eight.vercel.app/products/GOYA-CP8803-CZ-A.jpg"")",256018,CP 8803,Verano,Coast,,GOYA CP 8803 CZ; GOYA CP 8803 N,179,125.3,499,499,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Srebrny, Złoty",instock,3,https://goya-eight.vercel.app/products/GOYA-CP8803-CZ-A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-goya-cp-8803
"=IMAGE(""https://goya-eight.vercel.app/products/GOYA-A0736-CZ-A.jpg"")",256172,A 0736,Verbena,Weekend,,GOYA A 0736 BR; GOYA A 0736 CZ,179,125.3,499,499,,0,Przeciwsłoneczne,Unisex,Okrągłe,tak,"Różowe złoto, Złoty",instock,47,https://goya-eight.vercel.app/products/GOYA-A0736-CZ-A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-goya-a-0736
"=IMAGE(""https://goya-eight.vercel.app/products/582_3.jpg"")",243869,G 2618 C2,Violeta,City,Goya G 2618 C2,,119.0,83.3,399,399,,0,Korekcyjne,Damskie,Prostokątne,nie,"Czarny, Pomarańczowy",instock,1,https://goya-eight.vercel.app/products/582_3.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2618-c2
"=IMAGE(""https://goya-eight.vercel.app/products/prof-380.jpeg"")",238829,G 55007,Vuelo,Coast,,G 55007 CZ; G 55007 BR; G 55007 GR,119,83.3,399,399,,0,Przeciwsłoneczne,Męskie,Aviator,tak,"Brązowy, Czarny, Grafitowy",instock,13,https://goya-eight.vercel.app/products/prof-380.jpeg,https://goya-eight.vercel.app/okulary/okulary-przeciwsloneczne-polaryzacyjne-dla-kierowcow-goya-g-55007-br
"=IMAGE(""https://goya-eight.vercel.app/products/3133_1.jpg"")",245591,G 188 GR,Zahara,Coast,GOYA G 188 GR,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Unisex,Aviator,tak,Grafitowy,instock,6,https://goya-eight.vercel.app/products/3133_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-188-gr-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/3187_1.jpg"")",253100,G 150 GR C,Ámbar,City,Goya G 150 GR C,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Owalne,tak,Czarny,instock,1,https://goya-eight.vercel.app/products/3187_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-150-gr-c
"=IMAGE(""https://goya-eight.vercel.app/products/2604_1.jpg"")",245316,G CP3718,Ébano,City,,G CP3718 R; G CP3718 BR; G CP3718 CZ,,,399,399,,0,Przeciwsłoneczne,Damskie,Prostokątne,tak,Złoty,outofstock,18,https://goya-eight.vercel.app/products/2604_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-cp3718-r-okulary-przeciwsloneczne-polaryzacyjne
"=IMAGE(""https://goya-eight.vercel.app/products/635_4.jpg"")",244035,GK 7107,Ímpetu,City,,Goya GK 7107 C1; Goya GK 7107 C5,129,90.3,399,399,,0,Korekcyjne,Męskie,Prostokątne,nie,"Brązowy, Czarny, Granatowy",instock,7,https://goya-eight.vercel.app/products/635_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-gk-7107-c1
"=IMAGE(""https://goya-eight.vercel.app/products/661_4.jpg"")",244270,G 93234 C2,Ópalo,Coast,Goya G 93234 C2,,159.0,111.3,449,449,,0,Korekcyjne,Damskie,Kocie,nie,Brązowy,instock,0,https://goya-eight.vercel.app/products/661_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-93234-c2
